## emapper-2.1.13	
## /usr/local/bin/emapper.py -i /inputs/GCA_000499845.2_P._vulgaris_v2.0_protein.faa --itype proteins -o /outputs/pvul_eggnog -m diamond --cpu 12 --data_dir /eggnog_db	
##	
#query	KEGG_ko
ESW03268.1	ko:K01738,ko:K14831
ESW31775.1	-
ESW31776.1	ko:K15141
ESW31777.1	ko:K15285
ESW31778.1	ko:K11088
ESW31779.1	-
ESW31780.1	-
ESW31781.1	-
ESW31783.1	ko:K10882
ESW31785.1	ko:K11851
ESW31786.1	ko:K11851
ESW31788.1	-
ESW31789.1	ko:K10807
ESW31790.1	ko:K10807
ESW31791.1	ko:K13091
ESW31792.1	-
ESW31793.1	ko:K10999
ESW31795.1	-
ESW31796.1	ko:K00083
ESW31797.1	-
ESW31798.1	-
ESW31799.1	-
ESW31800.1	-
ESW31801.1	-
ESW31802.1	-
ESW31803.1	ko:K11253
ESW31804.1	ko:K11253
ESW31805.1	ko:K02701
ESW31806.1	ko:K19040
ESW31807.1	ko:K08331
ESW31810.1	-
ESW31811.1	ko:K08867
ESW31812.1	ko:K08867
ESW31813.1	-
ESW31814.1	-
ESW31815.1	-
ESW31816.1	ko:K20241
ESW31817.1	ko:K09903
ESW31818.1	ko:K20725
ESW31819.1	-
ESW31820.1	ko:K20890
ESW31821.1	ko:K01051
ESW31822.1	-
ESW31823.1	-
ESW31824.1	ko:K10751
ESW31825.1	-
ESW31826.1	-
ESW31827.1	ko:K19801
ESW31828.1	ko:K19801
ESW31829.1	-
ESW31830.1	-
ESW31831.1	-
ESW31834.1	ko:K04420
ESW31835.1	ko:K04420
ESW31836.1	ko:K07910
ESW31837.1	-
ESW31839.1	-
ESW31841.1	-
ESW31844.1	ko:K02935
ESW31845.1	-
ESW31846.1	-
ESW31847.1	ko:K05681
ESW31850.1	ko:K01933
ESW31851.1	-
ESW31852.1	-
ESW31853.1	ko:K08065
ESW31854.1	ko:K16280
ESW31855.1	ko:K03495
ESW31856.2	ko:K03035
ESW31857.1	-
ESW31858.1	ko:K20093
ESW31860.1	-
ESW31862.1	ko:K10614
ESW31863.1	ko:K10614
ESW31864.1	ko:K10614
ESW31865.1	-
ESW31866.1	-
ESW31867.1	-
ESW31868.1	-
ESW31869.1	ko:K00128
ESW31870.1	-
ESW31872.1	-
ESW31873.1	ko:K02208
ESW31874.1	ko:K02208
ESW31875.1	ko:K17872
ESW31876.1	ko:K17872
ESW31880.1	-
ESW31881.1	-
ESW31882.1	-
ESW31883.1	-
ESW31884.1	-
ESW31885.1	-
ESW31886.1	-
ESW31887.1	ko:K01859
ESW31889.1	ko:K00901
ESW31890.1	ko:K00901
ESW31891.1	ko:K14488
ESW31892.1	-
ESW31893.1	ko:K03320
ESW31894.1	-
ESW31895.1	-
ESW31896.1	-
ESW31897.1	-
ESW31898.1	-
ESW31899.1	ko:K13414
ESW31900.1	ko:K00889,ko:K00920
ESW31902.1	ko:K11655
ESW31903.1	ko:K11655
ESW31904.1	ko:K11655
ESW31905.1	-
ESW31906.1	-
ESW31907.1	ko:K01772
ESW31909.1	ko:K19996
ESW31910.1	-
ESW31911.1	-
ESW31912.1	-
ESW31913.1	-
ESW31914.1	-
ESW31915.1	-
ESW31916.1	-
ESW31917.1	ko:K09422
ESW31918.1	ko:K10644
ESW31922.1	ko:K13412
ESW31923.1	-
ESW31924.1	-
ESW31925.1	-
ESW31927.1	-
ESW31928.1	ko:K13447
ESW31929.1	-
ESW31930.1	-
ESW31931.1	-
ESW31932.1	-
ESW31933.1	ko:K15979
ESW31934.1	ko:K08054
ESW31935.1	ko:K08054
ESW31936.2	ko:K03495
ESW31937.1	-
ESW31938.2	ko:K20093
ESW31939.1	ko:K14684
ESW31940.1	ko:K00079
ESW31941.1	-
ESW31942.1	-
ESW31944.1	ko:K20870
ESW31945.1	-
ESW31946.1	-
ESW31947.1	-
ESW31948.1	-
ESW31949.1	-
ESW31953.1	-
ESW31954.1	ko:K03428
ESW31955.1	ko:K03428
ESW31960.1	ko:K14486
ESW31961.2	-
ESW31963.1	ko:K11343
ESW31964.1	ko:K11343
ESW31965.1	ko:K03696
ESW31966.1	ko:K14165
ESW31967.1	ko:K14165
ESW31968.1	ko:K14165
ESW31969.1	ko:K16297
ESW31970.1	ko:K16297
ESW31971.1	ko:K16297
ESW31972.1	ko:K16297
ESW31973.1	-
ESW31974.1	ko:K15102
ESW31975.1	-
ESW31976.1	-
ESW31977.1	-
ESW31978.1	-
ESW31979.1	-
ESW31981.1	ko:K08819,ko:K17592
ESW31983.1	-
ESW31984.1	ko:K16675
ESW31985.1	ko:K15382
ESW31987.1	ko:K15382
ESW31988.1	-
ESW31990.1	ko:K01802
ESW31992.1	-
ESW31993.1	-
ESW31996.1	ko:K14488
ESW31997.2	ko:K10644
ESW31998.1	ko:K10990
ESW31999.1	ko:K22418
ESW32000.1	ko:K22418
ESW32005.1	-
ESW32006.1	ko:K13146,ko:K13420
ESW32007.1	-
ESW32008.1	-
ESW32009.1	ko:K17262
ESW32011.1	-
ESW32014.1	-
ESW32015.1	-
ESW32016.1	-
ESW32017.1	-
ESW32018.1	-
ESW32019.1	-
ESW32020.1	-
ESW32021.1	-
ESW32022.1	-
ESW32023.1	-
ESW32024.1	-
ESW32025.1	ko:K01784
ESW32026.1	-
ESW32027.1	-
ESW32028.1	ko:K03137
ESW32029.1	ko:K03137
ESW32031.1	-
ESW32032.1	-
ESW32033.1	ko:K17679
ESW32034.1	ko:K17679
ESW32035.1	-
ESW32036.1	-
ESW32037.1	ko:K10352
ESW32039.1	-
ESW32040.1	ko:K11883
ESW32042.1	ko:K12235
ESW32045.1	ko:K00799
ESW32046.1	ko:K00799
ESW32047.1	ko:K00432
ESW32048.1	ko:K00432
ESW32049.1	-
ESW32050.1	ko:K14500
ESW32051.1	ko:K07375
ESW32052.1	ko:K01919
ESW32053.1	-
ESW32054.1	-
ESW32056.1	-
ESW32057.1	-
ESW32058.1	ko:K15111,ko:K15113
ESW32059.1	ko:K15111,ko:K15113
ESW32060.1	ko:K10406
ESW32061.1	ko:K10406
ESW32062.1	ko:K20820
ESW32063.1	ko:K00968
ESW32064.1	-
ESW32065.1	ko:K01951
ESW32066.1	-
ESW32067.1	-
ESW32068.1	-
ESW32069.1	ko:K09872
ESW32070.1	ko:K11153,ko:K19329
ESW32072.1	ko:K15398,ko:K20544
ESW32073.1	ko:K21915,ko:K21953
ESW32074.1	-
ESW32077.1	-
ESW32079.1	-
ESW32080.1	-
ESW32081.1	ko:K22378
ESW32082.1	ko:K22378
ESW32083.1	ko:K22378
ESW32084.1	ko:K22378
ESW32085.1	ko:K10843
ESW32088.1	ko:K16281
ESW32089.1	-
ESW32090.1	-
ESW32091.1	-
ESW32092.1	ko:K18635
ESW32093.1	-
ESW32094.1	ko:K04371,ko:K04464,ko:K20600
ESW32095.1	ko:K04371,ko:K04464,ko:K20600
ESW32096.1	ko:K02947,ko:K09422
ESW32097.1	ko:K09422
ESW32098.1	-
ESW32099.1	ko:K08232
ESW32100.1	-
ESW32101.1	ko:K20772
ESW32102.1	ko:K11135
ESW32103.1	ko:K13425,ko:K13426
ESW32104.1	-
ESW32105.1	ko:K06269
ESW32106.1	-
ESW32107.1	-
ESW32109.1	ko:K13447
ESW32110.1	-
ESW32111.1	-
ESW32113.1	ko:K20720,ko:K20721,ko:K20723
ESW32114.1	-
ESW32115.1	-
ESW32116.1	ko:K07052
ESW32118.1	ko:K13412
ESW32119.1	-
ESW32123.1	-
ESW32124.1	-
ESW32126.1	ko:K00033
ESW32127.1	ko:K02150
ESW32128.1	ko:K01792
ESW32129.1	ko:K01792
ESW32130.1	-
ESW32131.1	-
ESW32132.1	-
ESW32133.1	-
ESW32134.1	-
ESW32135.2	-
ESW32136.1	ko:K10352,ko:K20478
ESW32137.1	ko:K20283
ESW32138.1	-
ESW32139.1	ko:K10395
ESW32142.1	ko:K09273
ESW32143.1	-
ESW32144.1	-
ESW32145.1	-
ESW32146.1	-
ESW32148.1	-
ESW32149.1	ko:K07020
ESW32150.1	-
ESW32151.1	ko:K01179
ESW32152.1	-
ESW32153.1	ko:K01897
ESW32154.1	ko:K00940
ESW32155.1	ko:K00940
ESW32156.1	ko:K00940
ESW32157.1	-
ESW32158.1	-
ESW32159.1	ko:K19041
ESW32161.1	ko:K01784
ESW32163.1	-
ESW32164.1	ko:K01528
ESW32165.1	-
ESW32166.1	-
ESW32167.1	-
ESW32170.1	ko:K06268
ESW32171.1	ko:K06268
ESW32172.1	ko:K06268
ESW32173.1	-
ESW32174.1	-
ESW32175.1	-
ESW32176.1	-
ESW32178.1	-
ESW32179.1	-
ESW32180.1	ko:K17479
ESW32181.1	-
ESW32182.1	ko:K09458
ESW32183.1	ko:K19039
ESW32184.1	ko:K02990
ESW32185.1	-
ESW32186.1	-
ESW32187.1	ko:K00318
ESW32188.1	ko:K15382
ESW32189.1	-
ESW32192.1	ko:K01177
ESW32193.1	ko:K14293
ESW32195.1	ko:K01194
ESW32196.1	ko:K01194
ESW32197.1	ko:K11153
ESW32198.1	-
ESW32199.1	-
ESW32200.1	-
ESW32201.1	-
ESW32202.1	-
ESW32203.1	ko:K20667
ESW32204.1	ko:K20659
ESW32205.1	ko:K04733
ESW32209.1	-
ESW32210.1	ko:K04730
ESW32211.1	ko:K04733
ESW32213.1	ko:K01961
ESW32214.1	ko:K12598
ESW32215.1	ko:K17771
ESW32216.1	-
ESW32217.1	ko:K09013
ESW32218.1	ko:K09013
ESW32219.1	ko:K09013
ESW32220.1	ko:K00967
ESW32221.1	ko:K00967
ESW32222.1	-
ESW32223.1	ko:K01214
ESW32224.1	ko:K14488
ESW32225.1	ko:K18677,ko:K19347
ESW32226.1	ko:K01513
ESW32228.1	-
ESW32229.1	ko:K05933
ESW32230.1	-
ESW32232.1	-
ESW32233.1	-
ESW32234.1	ko:K06124,ko:K13248
ESW32235.1	ko:K02140
ESW32236.1	-
ESW32237.1	ko:K14213
ESW32240.1	ko:K02140
ESW32241.1	ko:K00588
ESW32243.1	ko:K02957
ESW32245.1	-
ESW32246.1	ko:K02910
ESW32247.1	ko:K02910
ESW32248.1	-
ESW32249.1	ko:K01893
ESW32250.1	ko:K12194
ESW32251.1	ko:K12194
ESW32252.1	ko:K09422
ESW32253.1	-
ESW32254.1	ko:K00469
ESW32255.1	ko:K00469
ESW32256.1	ko:K00469
ESW32257.1	ko:K00469
ESW32258.1	-
ESW32259.1	ko:K12403
ESW32260.1	ko:K00850
ESW32261.1	ko:K01412
ESW32262.1	-
ESW32263.1	ko:K14165
ESW32264.1	ko:K14165
ESW32265.1	-
ESW32266.1	-
ESW32267.1	ko:K13989
ESW32268.1	ko:K05759
ESW32269.1	ko:K05759
ESW32270.1	ko:K05759
ESW32271.1	-
ESW32272.1	-
ESW32273.1	ko:K01051
ESW32274.1	-
ESW32276.1	ko:K03327
ESW32277.1	ko:K00844
ESW32279.1	ko:K15507
ESW32280.1	-
ESW32281.1	-
ESW32282.1	-
ESW32283.1	ko:K15463
ESW32284.1	ko:K14497
ESW32285.1	ko:K04454,ko:K09260
ESW32286.1	ko:K22378
ESW32287.1	ko:K04454,ko:K09260
ESW32288.1	ko:K04454,ko:K09260
ESW32290.1	-
ESW32291.1	-
ESW32293.1	ko:K17550
ESW32295.1	-
ESW32296.1	ko:K09286
ESW32297.1	-
ESW32298.1	-
ESW32299.1	-
ESW32300.1	-
ESW32301.1	-
ESW32302.1	ko:K01759
ESW32303.1	-
ESW32304.1	ko:K15190
ESW32305.1	ko:K00924,ko:K08959,ko:K08960
ESW32306.1	ko:K00924,ko:K08959,ko:K08960
ESW32307.1	-
ESW32308.1	ko:K08235
ESW32309.1	ko:K20929
ESW32312.1	ko:K14484
ESW32313.1	ko:K18914
ESW32314.1	-
ESW32315.1	-
ESW32316.1	ko:K14206,ko:K14638
ESW32317.1	ko:K08817
ESW32318.1	ko:K08817
ESW32321.1	-
ESW32322.1	ko:K18213
ESW32323.1	-
ESW32324.1	-
ESW32325.1	ko:K10418
ESW32326.1	-
ESW32327.1	ko:K03100
ESW32328.1	-
ESW32329.1	-
ESW32331.1	ko:K11816
ESW32332.1	ko:K00600
ESW32333.1	ko:K19476
ESW32334.1	-
ESW32335.1	ko:K07889
ESW32336.1	-
ESW32337.1	-
ESW32338.1	-
ESW32339.1	ko:K00128,ko:K12355
ESW32342.1	-
ESW32343.1	-
ESW32344.1	-
ESW32345.1	-
ESW32346.1	-
ESW32347.1	-
ESW32348.1	ko:K07213
ESW32349.1	-
ESW32350.1	-
ESW32351.1	-
ESW32353.1	-
ESW32354.1	-
ESW32355.1	ko:K18729
ESW32356.1	ko:K01056
ESW32359.1	ko:K20562
ESW32360.1	-
ESW32361.1	-
ESW32362.1	-
ESW32363.1	-
ESW32364.1	-
ESW32366.1	-
ESW32368.1	-
ESW32369.1	-
ESW32370.1	-
ESW32371.1	-
ESW32372.1	-
ESW32373.1	-
ESW32374.1	-
ESW32375.1	ko:K09422
ESW32376.1	-
ESW32377.1	ko:K02993
ESW32378.1	ko:K02993
ESW32379.1	ko:K18156
ESW32380.1	ko:K01537
ESW32381.1	ko:K11866
ESW32382.1	-
ESW32383.1	-
ESW32384.1	ko:K16276
ESW32385.1	ko:K12396
ESW32386.1	-
ESW32387.1	-
ESW32388.1	-
ESW32389.1	-
ESW32390.1	ko:K01835
ESW32391.1	ko:K01835
ESW32393.1	ko:K00913,ko:K01876
ESW32394.1	-
ESW32396.1	-
ESW32399.1	-
ESW32401.1	-
ESW32402.1	ko:K10418
ESW32403.1	ko:K19891
ESW32404.1	ko:K19891
ESW32405.1	-
ESW32406.1	ko:K13464
ESW32407.1	ko:K14011
ESW32408.1	-
ESW32409.1	-
ESW32411.1	ko:K10704
ESW32412.1	ko:K01892
ESW32413.1	ko:K02958
ESW32414.1	ko:K13119
ESW32415.1	ko:K13119
ESW32416.1	ko:K07766
ESW32417.1	-
ESW32418.1	-
ESW32419.1	ko:K13448
ESW32420.1	ko:K14016
ESW32421.1	-
ESW32422.1	ko:K15305
ESW32423.1	ko:K14312
ESW32424.1	ko:K13148
ESW32425.1	ko:K02981
ESW32426.1	-
ESW32427.1	ko:K15032
ESW32428.1	ko:K01528
ESW32429.1	ko:K12116
ESW32430.1	ko:K04798
ESW32431.1	ko:K14491
ESW32432.1	ko:K02434
ESW32433.1	ko:K10845
ESW32434.1	ko:K14491
ESW32435.1	ko:K00432
ESW32436.1	-
ESW32437.1	-
ESW32438.1	ko:K09419
ESW32439.1	-
ESW32454.1	ko:K00133
ESW32455.1	ko:K11096
ESW32456.1	-
ESW32457.1	ko:K11518
ESW32458.1	ko:K02960
ESW32459.1	ko:K20043,ko:K20044
ESW32460.1	ko:K12879
ESW32461.1	-
ESW32462.1	ko:K03032
ESW32464.1	ko:K14489
ESW32465.1	ko:K14489
ESW32466.1	ko:K14489
ESW32467.1	-
ESW32468.1	-
ESW32469.1	-
ESW32470.1	ko:K19041
ESW32472.1	-
ESW32473.1	-
ESW32474.1	-
ESW32475.1	-
ESW32476.1	-
ESW32483.1	-
ESW32484.1	-
ESW32485.1	ko:K14442
ESW32486.1	ko:K09496
ESW32487.1	ko:K14442
ESW32488.1	ko:K18134,ko:K18207
ESW32489.1	ko:K05933
ESW32490.1	ko:K05933
ESW32491.1	ko:K03327
ESW32492.1	ko:K02202
ESW32493.2	ko:K01179
ESW32494.1	-
ESW32495.1	-
ESW32496.1	ko:K03267
ESW32497.1	-
ESW32498.1	ko:K12861
ESW32499.1	ko:K13336
ESW32500.1	ko:K14753
ESW32501.1	-
ESW32502.1	-
ESW32503.1	-
ESW32504.1	ko:K17479
ESW32505.1	-
ESW32506.1	-
ESW32508.1	ko:K20538
ESW32509.1	-
ESW32510.1	-
ESW32511.1	-
ESW32515.1	-
ESW32516.1	-
ESW32517.1	-
ESW32518.1	-
ESW32519.1	ko:K01950
ESW32521.1	-
ESW32522.1	-
ESW32523.1	ko:K07976
ESW32524.1	ko:K13448
ESW32525.1	-
ESW32526.1	-
ESW32528.2	-
ESW32529.1	ko:K07375
ESW32530.1	ko:K05863
ESW32531.1	ko:K05863
ESW32532.2	-
ESW32534.1	-
ESW32535.1	ko:K13947
ESW32536.1	ko:K05929
ESW32537.1	ko:K05929
ESW32538.1	-
ESW32539.1	ko:K14026
ESW32540.1	-
ESW32541.1	-
ESW32542.1	-
ESW32543.1	-
ESW32546.1	-
ESW32549.1	ko:K04733
ESW32551.1	ko:K12236
ESW32552.1	ko:K03549,ko:K12236
ESW32553.1	-
ESW32554.1	-
ESW32555.1	ko:K14379
ESW32556.1	ko:K14379
ESW32557.1	ko:K17098
ESW32558.1	ko:K01054
ESW32560.1	-
ESW32561.1	-
ESW32562.1	-
ESW32563.1	ko:K05396
ESW32564.1	-
ESW32565.1	-
ESW32566.1	ko:K09338
ESW32567.1	-
ESW32568.1	-
ESW32569.1	-
ESW32571.1	-
ESW32572.1	-
ESW32573.1	ko:K08193
ESW32574.1	ko:K08193
ESW32583.1	ko:K14172
ESW32584.1	ko:K07760
ESW32585.1	ko:K15362
ESW32586.1	ko:K15362
ESW32587.1	-
ESW32588.1	ko:K05894
ESW32589.1	ko:K05894
ESW32590.1	-
ESW32591.1	ko:K03781
ESW32592.1	-
ESW32593.1	-
ESW32594.1	ko:K17710
ESW32595.1	ko:K17710
ESW32596.1	ko:K10526
ESW32601.1	-
ESW32602.1	ko:K07583
ESW32605.1	ko:K01176
ESW32606.1	ko:K00799
ESW32607.1	-
ESW32608.1	-
ESW32609.1	-
ESW32610.1	-
ESW32611.1	ko:K00586
ESW32612.1	ko:K04730
ESW32616.1	-
ESW32617.1	-
ESW32618.1	ko:K04515,ko:K06180,ko:K13412
ESW32619.1	-
ESW32620.1	ko:K00215
ESW32621.1	ko:K02932,ko:K03327
ESW32622.1	ko:K13412
ESW32623.1	ko:K19037
ESW32624.1	ko:K14525
ESW32625.1	ko:K03033
ESW32626.1	-
ESW32627.1	-
ESW32628.1	ko:K00430
ESW32629.1	-
ESW32630.1	ko:K00083
ESW32631.1	ko:K18757
ESW32632.1	-
ESW32633.1	-
ESW32634.1	-
ESW32635.1	-
ESW32636.1	-
ESW32637.1	-
ESW32638.1	ko:K07375
ESW32639.1	-
ESW32641.1	-
ESW32642.1	-
ESW32643.1	-
ESW32644.1	ko:K09487
ESW32645.1	-
ESW32646.1	-
ESW32647.1	-
ESW32648.1	ko:K13115
ESW32649.1	ko:K07555
ESW32650.1	ko:K07555
ESW32651.1	-
ESW32652.1	ko:K05658
ESW32653.1	ko:K18468
ESW32654.1	-
ESW32655.1	-
ESW32656.1	-
ESW32658.1	-
ESW32659.1	-
ESW32660.1	-
ESW32661.1	ko:K11827
ESW32662.1	-
ESW32663.1	ko:K00844
ESW32664.1	-
ESW32665.1	ko:K03256
ESW32666.1	ko:K17338
ESW32667.1	ko:K12624
ESW32668.1	ko:K12624
ESW32669.1	ko:K12624
ESW32670.1	-
ESW32671.1	-
ESW32672.1	ko:K03232
ESW32673.1	-
ESW32674.1	ko:K12619
ESW32675.1	-
ESW32676.1	ko:K14488
ESW32677.1	ko:K14486
ESW32678.1	ko:K14486
ESW32679.1	-
ESW32680.1	ko:K02942
ESW32681.1	ko:K12818
ESW32684.1	ko:K00512,ko:K11818,ko:K12156
ESW32685.1	-
ESW32686.1	-
ESW32687.1	-
ESW32688.1	ko:K11253
ESW32691.1	ko:K13699
ESW32692.1	-
ESW32693.1	-
ESW32695.1	-
ESW32696.1	ko:K01373
ESW32697.1	ko:K01373
ESW32700.1	-
ESW32701.1	-
ESW32702.1	ko:K03537
ESW32703.1	-
ESW32704.1	-
ESW32705.1	-
ESW32706.1	-
ESW32707.1	ko:K03671
ESW32708.1	-
ESW32709.1	-
ESW32710.1	-
ESW32711.1	-
ESW32712.1	ko:K03665
ESW32714.1	ko:K03064
ESW32715.1	-
ESW32716.1	-
ESW32717.1	-
ESW32718.1	-
ESW32719.1	-
ESW32720.1	-
ESW32721.1	ko:K02725
ESW32722.1	ko:K10572
ESW32723.1	ko:K10572
ESW32724.1	ko:K08241
ESW32725.1	ko:K02909
ESW32726.1	ko:K00975
ESW32727.1	ko:K19355
ESW32728.1	ko:K13082
ESW32729.1	ko:K13082
ESW32732.1	ko:K00611,ko:K02725
ESW32733.1	-
ESW32734.1	-
ESW32735.1	-
ESW32736.1	-
ESW32737.1	-
ESW32738.1	-
ESW32739.1	-
ESW32740.1	-
ESW32741.1	-
ESW32742.1	-
ESW32744.1	ko:K08145
ESW32745.1	ko:K15397
ESW32746.1	ko:K06287
ESW32747.1	-
ESW32748.1	-
ESW32750.1	-
ESW32751.1	-
ESW32752.1	-
ESW32753.1	-
ESW32754.1	-
ESW32755.1	-
ESW32756.1	-
ESW32757.1	-
ESW32758.1	ko:K18730
ESW32759.1	ko:K18730
ESW32760.2	ko:K01404
ESW32763.1	-
ESW32764.1	-
ESW32765.1	-
ESW32766.1	ko:K13510
ESW32767.1	ko:K13510
ESW32768.1	ko:K13510
ESW32769.1	-
ESW32770.1	ko:K20783
ESW32771.1	ko:K17508
ESW32772.1	-
ESW32773.1	-
ESW32774.1	-
ESW32775.1	-
ESW32776.1	ko:K14503
ESW32777.1	ko:K01246
ESW32778.1	ko:K20858
ESW32779.1	ko:K20858
ESW32780.1	ko:K01404
ESW32781.1	-
ESW32782.1	-
ESW32783.1	ko:K13513
ESW32784.1	ko:K13513
ESW32785.1	ko:K20893
ESW32787.1	-
ESW32788.1	-
ESW32789.1	ko:K01106,ko:K20278,ko:K20279
ESW32790.1	-
ESW32791.1	ko:K03327
ESW32792.1	ko:K02996
ESW32793.1	-
ESW32794.1	ko:K19983
ESW32795.1	ko:K19983
ESW32796.1	ko:K01723
ESW32797.1	-
ESW32801.1	-
ESW32802.1	-
ESW32803.1	-
ESW32804.1	-
ESW32805.1	-
ESW32806.1	-
ESW32807.1	ko:K03100
ESW32808.1	ko:K14611
ESW32809.1	-
ESW32810.1	-
ESW32811.1	-
ESW32812.1	ko:K04421,ko:K11229
ESW32814.1	-
ESW32815.1	-
ESW32816.1	ko:K16297
ESW32817.1	-
ESW32818.1	-
ESW32819.1	-
ESW32820.1	ko:K21480
ESW32821.1	-
ESW32822.1	-
ESW32823.2	-
ESW32824.1	-
ESW32825.1	-
ESW32826.1	-
ESW32827.1	ko:K03030
ESW32829.1	-
ESW32831.1	-
ESW32832.1	-
ESW32833.1	-
ESW32834.1	ko:K02604
ESW32835.1	-
ESW32836.1	ko:K14499
ESW32837.1	ko:K15728
ESW32838.1	-
ESW32839.1	ko:K02183
ESW32840.1	ko:K02183
ESW32841.1	ko:K20890
ESW32842.1	-
ESW32843.1	-
ESW32844.1	-
ESW32845.1	ko:K09843
ESW32846.1	-
ESW32847.1	-
ESW32848.1	ko:K08790
ESW32849.1	ko:K08790
ESW32850.1	ko:K05387
ESW32851.1	ko:K13174
ESW32852.1	ko:K14292
ESW32853.1	-
ESW32854.1	-
ESW32855.1	ko:K09419
ESW32856.1	-
ESW32857.1	ko:K19042
ESW32858.1	-
ESW32859.1	-
ESW32861.1	-
ESW32862.1	ko:K13126
ESW32863.1	-
ESW32864.1	ko:K09286
ESW32865.1	ko:K18213
ESW32866.1	ko:K18213
ESW32867.1	-
ESW32869.1	ko:K00654
ESW32870.1	ko:K10395
ESW32871.1	-
ESW32872.1	-
ESW32873.1	-
ESW32874.1	ko:K09660
ESW32875.1	ko:K10273
ESW32876.1	-
ESW32877.1	ko:K14505
ESW32878.1	ko:K13051
ESW32880.1	ko:K09422
ESW32881.1	-
ESW32882.1	-
ESW32883.1	-
ESW32884.1	ko:K06627
ESW32885.1	ko:K06627
ESW32886.1	-
ESW32887.1	-
ESW32888.1	-
ESW32889.1	-
ESW32890.1	-
ESW32891.1	ko:K03129
ESW32892.1	ko:K03129
ESW32893.1	-
ESW32894.1	-
ESW32895.1	-
ESW32896.1	-
ESW32897.1	-
ESW32898.1	-
ESW32899.1	ko:K18667
ESW32900.1	-
ESW32902.1	ko:K15040
ESW32903.1	ko:K08332
ESW32904.1	-
ESW32906.1	-
ESW32907.1	ko:K21843
ESW32908.1	ko:K21843
ESW32909.1	-
ESW32910.1	-
ESW32912.1	-
ESW32913.1	ko:K09377
ESW32914.1	ko:K09377
ESW32915.1	-
ESW32916.1	ko:K07195
ESW32917.1	-
ESW32919.1	ko:K14611
ESW32920.1	-
ESW32921.1	ko:K14548
ESW32922.1	ko:K09571
ESW32923.1	ko:K09571
ESW32924.1	-
ESW32925.1	-
ESW32926.1	-
ESW32927.1	-
ESW32928.1	-
ESW32929.1	-
ESW32930.1	ko:K11498
ESW32931.1	-
ESW32934.1	ko:K12821
ESW32935.1	ko:K22503
ESW32936.1	-
ESW32937.1	ko:K13211
ESW32938.1	ko:K02739
ESW32939.1	ko:K06125,ko:K14831,ko:K20858
ESW32940.1	ko:K06125,ko:K14831,ko:K20858
ESW32941.1	ko:K02946
ESW32942.1	ko:K12873
ESW32943.1	-
ESW32944.1	-
ESW32945.1	-
ESW32946.1	-
ESW32947.1	ko:K09285
ESW32948.1	-
ESW32949.1	-
ESW32950.1	-
ESW32951.1	ko:K00511
ESW32952.1	-
ESW32953.1	-
ESW32954.1	-
ESW32955.1	ko:K21989
ESW32956.1	ko:K21989
ESW32957.1	ko:K09422
ESW32958.1	ko:K09422
ESW32959.1	ko:K16670
ESW32960.1	ko:K16670
ESW32961.1	-
ESW32962.1	-
ESW32963.1	-
ESW32964.1	-
ESW32965.1	ko:K09422
ESW32966.1	ko:K12471
ESW32967.1	ko:K18740
ESW32968.1	ko:K12125
ESW32970.1	-
ESW32972.1	-
ESW32973.1	-
ESW32974.1	-
ESW32975.1	-
ESW32976.1	-
ESW32977.1	-
ESW32978.1	-
ESW32979.1	ko:K01369
ESW32982.1	ko:K14291
ESW32983.1	ko:K14291
ESW32984.1	-
ESW32985.1	ko:K03940
ESW32986.1	-
ESW32987.1	ko:K18266
ESW32988.1	-
ESW32989.1	ko:K14496
ESW32990.1	-
ESW32991.1	ko:K11418
ESW32992.1	ko:K11418
ESW32993.1	ko:K06268
ESW32994.1	ko:K06268
ESW32995.1	-
ESW32996.1	ko:K20726
ESW33001.1	ko:K04424
ESW33002.1	-
ESW33003.1	-
ESW33004.1	-
ESW33005.1	ko:K00281
ESW33006.1	-
ESW33007.1	-
ESW33008.1	ko:K14709
ESW33009.1	-
ESW33010.1	-
ESW33011.1	ko:K12627
ESW33012.1	-
ESW33013.1	ko:K21734,ko:K21737
ESW33014.1	ko:K02946,ko:K06889
ESW33015.1	ko:K08955
ESW33016.1	ko:K13210
ESW33017.1	ko:K01193
ESW33019.1	ko:K01193
ESW33020.1	ko:K01193
ESW33021.1	ko:K01193
ESW33022.1	ko:K03676
ESW33023.1	ko:K09419
ESW33024.1	ko:K09419
ESW33026.1	ko:K20771
ESW33029.1	-
ESW33030.1	-
ESW33031.1	-
ESW33032.1	-
ESW33033.1	-
ESW33034.1	-
ESW33035.1	-
ESW33036.1	ko:K10357
ESW33037.1	-
ESW33045.1	-
ESW33046.1	-
ESW33047.1	ko:K10268
ESW33048.1	ko:K00279
ESW33049.1	ko:K12834
ESW33050.1	ko:K13346
ESW33051.1	ko:K18787
ESW33052.1	-
ESW33055.1	-
ESW33056.1	-
ESW33057.1	ko:K15121
ESW33058.1	ko:K13993
ESW33059.1	ko:K13993
ESW33060.1	-
ESW33062.1	-
ESW33065.1	-
ESW33066.1	-
ESW33067.1	-
ESW33068.1	-
ESW33070.1	-
ESW33071.1	-
ESW33072.1	-
ESW33073.1	ko:K00432
ESW33074.1	ko:K14803,ko:K17499
ESW33075.1	ko:K12592
ESW33076.1	-
ESW33077.1	-
ESW33078.1	ko:K17086
ESW33079.1	-
ESW33080.1	ko:K05605
ESW33081.1	ko:K05605
